汇东郦城,4室 2厅 2卫,13301 元/m²,124.8平方米,2010年,南,高层(共30层),毛坯,有,22.815324,108.424916
半岛康城,3室 2厅 2卫,11654 元/m²,133平方米,2010年,南,高层(共18层),精装修,有,22.784166,108.356459
华发国宾壹号,4室 2厅 2卫,16187 元/m²,139平方米,2017年,南北,高层(共32层),精装修,有,22.779952,108.357897
荣和公园大道,4室 2厅 2卫,19904 元/m²,130.6平方米,2016年,南,中层(共39层),精装修,有,22.835281,108.413889
融创九熙府二期,3室 2厅 2卫,9700 元/m²,100平方米,2019年,南北,中层(共33层),精装修,有,22.870734,108.408504
润园尚都,3室 2厅 2卫,8120 元/m²,133平方米,2010年,南,高层(共32层),精装修,有,22.807702,108.458703
万科城(南区),3室 2厅 2卫,15270 元/m²,92.3平方米,2016年,南北,高层(共34层),精装修,有,22.846691,108.387662
秀山花园,4室 2厅 2卫,9659 元/m²,128.4平方米,2002年,南,低层(共7层),精装修,无,22.799885,108.373165
香格里拉花园(一期),3室 2厅 1卫,14623 元/m²,106平方米,2005年,南,低层(共18层),精装修,有,22.82996,108.387356
保利21世家,4室 2厅 2卫,18379 元/m²,125.1平方米,2009年,南北,低层(共16层),简单装修,有,22.810725,108.40108
公安局南湖分局生活区,3室 2厅 2卫,21739 元/m²,115平方米,1999年,南北,中层(共7层),精装修,无,22.823181,108.382349
荣和山水美地2组团幸福湾,3室 2厅 2卫,15432 元/m²,81平方米,2017年,南北,中层(共32层),精装修,有,22.822666,108.407634
保利领秀前城,3室 2厅 2卫,16629 元/m²,89平方米,2015年,南北,中层(共32层),精装修,有,22.800504,108.429898
保利领秀前城,4室 2厅 2卫,14472 元/m²,123平方米,2019年,南北,中层(共32层),精装修,有,22.800504,108.429898
半岛康城,3室 2厅 2卫,11053 元/m²,133平方米,2010年,南,低层(共11层),简单装修,有,22.784166,108.356459
融创九熙府二期,3室 2厅 2卫,9450 元/m²,100平方米,2018年,南北,中层(共30层),精装修,有,22.870734,108.408504
万科城(北区),4室 2厅 2卫,12957 元/m²,125.8平方米,2018年,南,中层(共38层),精装修,有,22.851182,108.389131
塞纳维拉花园,3室 2厅 2卫,12006 元/m²,133.3平方米,2009年,南,高层(共7层),精装修,有,22.8241,108.415594
凯悦国际,4室 2厅 2卫,24951 元/m²,174.3平方米,2009年,南,中层(共11层),精装修,有,22.810188,108.387423
凤岭山语城,3室 2厅 1卫,18378 元/m²,87.1平方米,2012年,南,中层(共14层),精装修,有,22.826704,108.420771
新天地别墅,6室 3厅 3卫,25505 元/m²,505平方米,2010年,南,共3层,豪华装修,有,22.824488,108.41826
中房翡翠园(一期),3室 2厅 2卫,12095 元/m²,92.6平方米,2015年,南,中层(共30层),精装修,有,22.813028,108.419053
利海亚洲国际,1室 1厅 1卫,16243 元/m²,36.9平方米,2011年,东南,高层(共21层),简单装修,有,22.815775,108.404909
青秀万达公馆,4室 2厅 2卫,22161 元/m²,270.8平方米,2015年,南北,低层(共60层),豪华装修,有,22.836349,108.379256
汇东郦城,3室 2厅 2卫,12051 元/m²,78.8平方米,2014年,南,中层(共31层),精装修,有,22.815324,108.424916
中房翡翠园(一期),3室 2厅 2卫,12000 元/m²,140平方米,2009年,南,高层(共11层),精装修,有,22.813028,108.419053
泽峰花园,4室 2厅 2卫,16163 元/m²,136.1平方米,2013年,南北,高层(共13层),精装修,有,22.820987,108.404697
万科城(北区),3室 2厅 2卫,13563 元/m²,95.1平方米,2015年,南,高层(共47层),精装修,有,22.851182,108.389131
绿地中央广场(商住楼),1室 1厅 1卫,13000 元/m²,50平方米,2017年,南北,高层(共32层),毛坯,有,22.839148,108.380439
半岛康城,1室 1厅 1卫,14000 元/m²,50平方米,2010年,北,中层(共10层),精装修,满二年,22.784166,108.356459
新城悦隽江山,4室 2厅 3卫,12098 元/m²,186平方米,2019年,南北,高层(共6层),精装修,有,22.800728,108.455599
金旺角,1室 1厅 1卫,27390 元/m²,60.2平方米,2005年,南,高层(共34层),精装修,有,22.822579,108.374297
保利领秀前城,3室 2厅 2卫,12136 元/m²,88平方米,2017年,南北,中层(共32层),精装修,有,22.800504,108.429898
湖景花园,5室 3厅 3卫,16639 元/m²,300.5平方米,2006年,南北,低层(共11层),精装修,无,22.827895,108.367605
龙光君御华府,3室 2厅 2卫,18048 元/m²,124.7平方米,2015年,南,低层(共33层),精装修,有,22.827772,108.386974
华发国宾壹号,3室 2厅 2卫,16111 元/m²,90平方米,2017年,南北,高层(共32层),精装修,有,22.779952,108.357897
保利领秀前城,3室 2厅 2卫,12921 元/m²,89平方米,2017年,南,中层(共32层),精装修,有,22.800504,108.429898
天昌东盟中央城(A区),1室 1厅 1卫,23547 元/m²,48平方米,2010年,南,中层(共28层),豪华装修,有,22.810954,108.405838
联发尚品,2室 2厅 1卫,9599 元/m²,84.4平方米,2011年,南,中层(共11层),精装修,有,22.807747,108.454623
保利领秀前城,3室 2厅 2卫,12000 元/m²,90平方米,2018年,南,中层(共28层),精装修,有,22.800504,108.429898
保利21世家,4室 2厅 2卫,18779 元/m²,125.1平方米,2014年,南,低层(共24层),简单装修,有,22.810725,108.40108
盛天茗城,3室 2厅 2卫,18232 元/m²,86.7平方米,2017年,南北,中层(共32层),精装修,有,22.810623,108.399987
保利童心缘,3室 2厅 2卫,15169 元/m²,89平方米,2014年,南北,低层(共28层),精装修,有,22.834833,108.417579
德瑞花园,1室 1厅 1卫,18023 元/m²,38.8平方米,2009年,南北,中层(共30层),精装修,有,22.820304,108.402343
香格里拉花园(一期),3室 2厅 2卫,13793 元/m²,116平方米,2005年,西北,低层(共11层),精装修,有,22.82996,108.387356
招商雍景湾,4室 2厅 2卫,16963 元/m²,135.6平方米,2018年,南,低层(共30层),精装修,有,22.788783,108.358534
吉祥凤景湾,4室 2厅 2卫,15447 元/m²,123平方米,2017年,南,低层(共36层),精装修,有,22.834309,108.4194
汇东郦城,3室 2厅 2卫,13464 元/m²,130平方米,2010年,南北,中层(共18层),精装修,有,22.815324,108.424916
大板三区,4室 2厅 2卫,21538 元/m²,130平方米,1990年,东南,高层(共21层),简单装修,有,22.815474,108.354235
华发国宾壹号,2室 2厅 1卫,16778 元/m²,90平方米,2010年,南,中层(共32层),精装修,有,22.779952,108.357897
中房翡翠园(二期),4室 2厅 2卫,14212 元/m²,130.2平方米,2012年,南,高层(共18层),豪华装修,有,22.812494,108.424256
金湖湾,2室 2厅 1卫,12746 元/m²,86.3平方米,2003年,南,中层(共18层),简单装修,有,22.81735,108.375613
东方广场,2室 2厅 2卫,8213 元/m²,87.7平方米,2009年,南,中层(共18层),简单装修,有,22.813564,108.454998
金源CBD现代城,2室 1厅 1卫,16983 元/m²,58平方米,2009年,南,高层(共32层),精装修,有,22.824307,108.376256
广西日报社宿舍,4室 2厅 2卫,17778 元/m²,135平方米,2015年,东南,低层(共28层),毛坯,有,22.827861,108.339278
长岛溪山,3室 2厅 2卫,6292 元/m²,89平方米,2019年,东,中层(共32层),毛坯,有,22.815201,108.471218
万科城(南区),3室 2厅 2卫,15703 元/m²,92.3平方米,2015年,东南,低层(共34层),精装修,有,22.846691,108.387662
中房翡翠湾,5室 2厅 2卫,24472 元/m²,257.4平方米,2015年,南,高层(共11层),毛坯,有,22.804597,108.404567
盛天华府,4室 2厅 2卫,24979 元/m²,120.1平方米,2010年,东南,低层(共22层),豪华装修,有,22.816032,108.407193
中房翡翠园(一期),3室 2厅 2卫,11786 元/m²,140平方米,2010年,南,低层(共6层),精装修,有,22.813028,108.419053
保利领秀前城,3室 2厅 2卫,12045 元/m²,88平方米,2018年,南北,中层(共33层),精装修,有,22.800504,108.429898
德利综合楼,3室 2厅 2卫,10589 元/m²,140.7平方米,1999年,南,高层(共8层),精装修,有,22.821948,108.339145
富丽华庭,2室 2厅 1卫,28140 元/m²,86平方米,2002年,南,高层(共11层),简单装修,有,22.82462,108.374802
竹溪新兴苑北区,3室 2厅 2卫,8099 元/m²,121平方米,1998年,南,高层(共7层),精装修,无,22.798392,108.363845
中国铁建云景山语城,4室 2厅 5卫,17977 元/m²,166.9平方米,2018年,南,高层(共11层),精装修,有,22.831745,108.414956
汇东郦城,3室 2厅 2卫,12823 元/m²,120.9平方米,2012年,南,中层(共18层),精装修,有,22.815324,108.424916
中房翡翠园(一期),3室 2厅 2卫,12846 元/m²,132.3平方米,2010年,南,低层(共11层),精装修,有,22.813028,108.419053
凤岭名园,3室 2厅 2卫,13123 元/m²,89.9平方米,2010年,南,中层(共11层),豪华装修,有,22.832666,108.426085
保利领秀前城,4室 2厅 2卫,12000 元/m²,100平方米,2019年,南北,中层(共33层),精装修,有,22.800504,108.429898
凤岭名园,3室 2厅 2卫,13123 元/m²,89.9平方米,2010年,南,中层(共11层),豪华装修,有,22.832666,108.426085
景晖花园,2室 2厅 1卫,7895 元/m²,76平方米,2012年,南北,高层(共15层),精装修,有,22.838631,108.377866
昌泰东盟园,1室 1厅 1卫,17016 元/m²,45.8平方米,2016年,南,高层(共30层),精装修,有,22.813497,108.405315
唐樾青山,3室 2厅 2卫,10615 元/m²,113.1平方米,2014年,南,中层(共31层),精装修,有,22.805765,108.430969
保利领秀前城,4室 2厅 2卫,12000 元/m²,100平方米,2019年,南北,中层(共33层),精装修,有,22.800504,108.429898
天立TT国际,1室 1厅 1卫,19117 元/m²,52.3平方米,2007年,南,中层(共29层),精装修,有,22.823241,108.384619
莱茵湖畔,3室 2厅 2卫,15075 元/m²,101.5平方米,2013年,南,中层(共18层),精装修,有,22.815013,108.422336
汇东郦城,3室 2厅 1卫,13611 元/m²,78.6平方米,2018年,东南,中层(共30层),精装修,有,22.815324,108.424916
西南石油局南宁葛村路小区,2室 2厅 1卫,13333 元/m²,75平方米,2000年,南,高层(共7层),简单装修,无,22.832577,108.355864
华凯逸悦豪庭(一期),2室 2厅 1卫,14006 元/m²,85.7平方米,2014年,南,中层(共28层),精装修,有,22.826241,108.429165
盛天茗城,3室 2厅 2卫,18632 元/m²,115.4平方米,2009年,南北,低层(共22层),精装修,有,22.810623,108.399987
长岛溪山,3室 2厅 2卫,6374 元/m²,91平方米,2018年,南,中层(共32层),毛坯,有,22.815201,108.471218
金旺角,1室 1厅 1卫,28169 元/m²,52.5平方米,2006年,南,高层(共34层),简单装修,有,22.822579,108.374297
荣和山水美地4组团微笑湾,3室 2厅 2卫,15304 元/m²,134平方米,2011年,东南,中层(共18层),精装修,有,22.823299,108.411173
锦悦青山,3室 2厅 2卫,11224 元/m²,98平方米,2016年,南北,低层(共33层),精装修,有,22.808349,108.360391
盛天华府,3室 2厅 2卫,21930 元/m²,86.6平方米,2009年,南,中层(共20层),精装修,有,22.816032,108.407193
荣和公园大道,3室 2厅 2卫,16287 元/m²,92.1平方米,2017年,南北,中层(共34层),精装修,有,22.835281,108.413889
中房翡翠园(一期),3室 2厅 2卫,13208 元/m²,106平方米,2010年,南,中层(共18层),简单装修,有,22.813028,108.419053
凤岭名园,4室 2厅 2卫,12540 元/m²,115.6平方米,2014年,南,中层(共33层),精装修,有,22.832666,108.426085
丽原天际,1室 1厅 1卫,15333 元/m²,45平方米,2014年,东,低层(共56层),精装修,有,22.818239,108.330038
锦悦青山,4室 2厅 2卫,12991 元/m²,117平方米,2018年,东南,中层(共32层),精装修,有,22.808349,108.360391
彰泰红,5室 2厅 2卫,16038 元/m²,212平方米,2018年,南北,高层(共7层),精装修,有,22.812364,108.428001
保利领秀前城,3室 2厅 2卫,12840 元/m²,81平方米,2018年,南北,低层(共30层),精装修,有,22.800504,108.429898
世纪商都,1室 0厅 1卫,30660 元/m²,42.4平方米,2006年,南,中层(共20层),精装修,有,22.822307,108.380399
兴鹏大厦,3室 2厅 1卫,16032 元/m²,126平方米,1997年,南北,高层(共25层),简单装修,有,22.806525,108.344235
荣和公园大道,2室 1厅 1卫,21984 元/m²,36.4平方米,2018年,南,低层(共32层),毛坯,有,22.835281,108.413889
保利领秀前城,3室 2厅 2卫,12727 元/m²,88平方米,2018年,东,中层(共32层),精装修,有,22.800504,108.429898
汇东郦城,2室 2厅 1卫,14238 元/m²,68.8平方米,2013年,南,高层(共30层),精装修,有,22.815324,108.424916
半岛融园,3室 2厅 2卫,11242 元/m²,127.2平方米,2009年,南北,中层(共11层),豪华装修,有,22.782232,108.346856
保利21世家,1室 0厅 1卫,20933 元/m²,39.7平方米,2010年,南北,高层(共16层),精装修,有,22.810725,108.40108
皇巢世家,3室 2厅 2卫,22687 元/m²,123.4平方米,2011年,东南,高层(共32层),简单装修,有,22.817758,108.394975
联发尚品,2室 2厅 1卫,8924 元/m²,84平方米,2010年,南,高层(共18层),精装修,有,22.807747,108.454623
广西政协江滨大厦,4室 2厅 2卫,14286 元/m²,178.5平方米,2007年,北,中层(共30层),精装修,有,22.810844,108.331409
凤岭新新家园,3室 2厅 2卫,13408 元/m²,140.2平方米,2015年,南,低层(共12层),精装修,有,22.821668,108.414058
霖峰一号,3室 2厅 2卫,15643 元/m²,88.2平方米,2017年,南,中层(共32层),精装修,有,22.836603,108.40915
广西广播电影电视局第一宿舍,3室 2厅 1卫,18293 元/m²,75.4平方米,1995年,南,共5层,简单装修,无,22.816676,108.334325
海茵国际花城,4室 2厅 2卫,9393 元/m²,104.3平方米,2013年,南,中层(共6层),精装修,有,22.81284,108.468286
绿地中央广场(商住楼),1室 1厅 1卫,13000 元/m²,50平方米,2018年,南北,中层(共32层),精装修,有,22.839148,108.380439
吉祥凤景湾,4室 2厅 2卫,15026 元/m²,123.1平方米,2018年,南北,中层(共32层),精装修,有,22.834309,108.4194
荣和悦澜山,3室 2厅 2卫,13705 元/m²,91.9平方米,2018年,南北,中层(共32层),精装修,有,22.849897,108.386616
大唐臻观,5室 2厅 3卫,18884 元/m²,172.6平方米,2018年,南北,高层(共12层),毛坯,有,22.805066,108.422828
锦上SOHO,2室 2厅 2卫,6154 元/m²,39平方米,2018年,东南,中层(共28层),毛坯,有,22.816856,108.430617
天池山,3室 2厅 2卫,7453 元/m²,106平方米,2018年,东南,中层(共25层),毛坯,有,22.816853,108.466943
红星小区,3室 2厅 1卫,12778 元/m²,90平方米,2012年,南,中层(共11层),精装修,有,22.827205,108.43393
永凯现代城,2室 2厅 1卫,15555 元/m²,73.9平方米,2008年,南北,中层(共30层),精装修,有,22.831088,108.36022
锦上SOHO,2室 1厅 1卫,6316 元/m²,38平方米,2018年,南,中层(共28层),毛坯,有,22.816856,108.430617
万科城(南区),5室 2厅 2卫,12729 元/m²,139.8平方米,2017年,南北,中层(共33层),精装修,有,22.846691,108.387662
汇东郦城,4室 2厅 2卫,12771 元/m²,130平方米,2017年,南北,中层(共32层),精装修,有,22.815324,108.424916
保利21世家,3室 2厅 2卫,19106 元/m²,86.4平方米,2018年,东南,中层(共30层),精装修,有,22.810725,108.40108
盛天香墅(别墅),8室 3厅 5卫,15000 元/m²,370平方米,2018年,东南,共5层,毛坯,有,22.788485,108.362567
汇东郦城,3室 2厅 1卫,13611 元/m²,78.6平方米,2018年,东南,中层(共30层),精装修,有,22.815324,108.424916
汇东郦城,3室 2厅 1卫,13507 元/m²,80平方米,2018年,东南,中层(共30层),精装修,有,22.815324,108.424916
汇东郦城,3室 2厅 1卫,13629 元/m²,79.2平方米,2018年,东南,中层(共30层),精装修,有,22.815324,108.424916
凤岭名园,4室 2厅 2卫,12540 元/m²,115.6平方米,2016年,南北,中层(共36层),精装修,有,22.832666,108.426085
荣和千千树,4室 2厅 2卫,14329 元/m²,108.2平方米,2017年,南北,中层(共32层),精装修,有,22.838343,108.402488
华发国宾壹号,4室 2厅 2卫,17442 元/m²,129平方米,2017年,南,中层(共30层),精装修,有,22.779952,108.357897
莱茵湖畔,3室 2厅 1卫,15075 元/m²,87.6平方米,2012年,南,低层(共18层),精装修,有,22.815013,108.422336
融创九熙府二期,3室 2厅 2卫,9800 元/m²,100平方米,2019年,南,中层(共30层),精装修,有,22.870734,108.408504
半岛融园,3室 2厅 2卫,11245 元/m²,127.2平方米,2009年,南,中层(共11层),精装修,有,22.782232,108.346856
保利童心缘,4室 2厅 2卫,13542 元/m²,96平方米,2017年,南,中层(共30层),精装修,有,22.834833,108.417579
凤岭名园,4室 2厅 2卫,12540 元/m²,115.6平方米,2016年,南北,中层(共36层),精装修,有,22.832666,108.426085
荣和千千树,4室 2厅 2卫,14329 元/m²,108.2平方米,2017年,南北,中层(共32层),精装修,有,22.838343,108.402488
华发国宾壹号,4室 2厅 2卫,17442 元/m²,129平方米,2017年,南,中层(共30层),精装修,有,22.779952,108.357897
莱茵湖畔,3室 2厅 1卫,15075 元/m²,87.6平方米,2012年,南,低层(共18层),精装修,有,22.815013,108.422336
融创九熙府二期,3室 2厅 2卫,9800 元/m²,100平方米,2019年,南,中层(共30层),精装修,有,22.870734,108.408504
半岛融园,3室 2厅 2卫,11245 元/m²,127.2平方米,2009年,南,中层(共11层),精装修,有,22.782232,108.346856
保利童心缘,4室 2厅 2卫,13542 元/m²,96平方米,2017年,南,中层(共30层),精装修,有,22.834833,108.417579
广西地矿大院,3室 2厅 2卫,15625 元/m²,128平方米,2005年,南北,高层(共27层),精装修,有,22.833048,108.350982
天昌东盟中央城(A区),3室 2厅 1卫,21080 元/m²,83.5平方米,2019年,南,中层(共24层),精装修,有,22.810954,108.405838
绿海云天,3室 2厅 2卫,16314 元/m²,125.7平方米,2012年,南,高层(共15层),精装修,有,22.805969,108.399576
海华东盟公馆,3室 2厅 2卫,25842 元/m²,160.6平方米,2015年,南,中层(共22层),豪华装修,有,22.81039,108.404442
常青藤,4室 2厅 2卫,9565 元/m²,115平方米,2018年,南,低层(共35层),精装修,有,22.804818,108.456869
绿地中央广场(商住楼),2室 2厅 1卫,14600 元/m²,50平方米,2019年,东南,中层(共27层),精装修,有,22.839148,108.380439
云星钱隆天下(北区),1室 1厅 1卫,14703 元/m²,54.4平方米,2011年,南,中层(共15层),精装修,有,22.80455,108.369399
秀山花园,3室 2厅 2卫,8851 元/m²,87平方米,2005年,南,高层(共32层),精装修,有,22.799885,108.373165
东盟中央城(B区),3室 2厅 2卫,24294 元/m²,144.1平方米,2015年,南,中层(共10层),豪华装修,有,22.80998,108.405201
融创九熙府二期,3室 2厅 2卫,10000 元/m²,100平方米,2018年,南,中层(共30层),精装修,有,22.870734,108.408504
新隆青年城,2室 2厅 1卫,9908 元/m²,67.6平方米,2014年,南,高层(共32层),简单装修,有,22.815367,108.45365
金凤凰南湖御景,3室 2厅 1卫,14602 元/m²,113平方米,2007年,南北,高层(共32层),精装修,有,22.806446,108.341845
利海亚洲国际,1室 0厅 1卫,17751 元/m²,35.5平方米,2010年,南北,高层(共21层),精装修,有,22.815775,108.404909
天成府,3室 2厅 2卫,10938 元/m²,126.2平方米,2002年,南,高层(共7层),精装修,无,22.830912,108.365765
金湖丽景小区,4室 2厅 2卫,19941 元/m²,170.5平方米,2008年,南,低层(共30层),精装修,有,22.827328,108.363646
新竹路电信宿舍,3室 2厅 2卫,10000 元/m²,130平方米,2000年,南,高层(共6层),精装修,无,22.821683,108.357441
海华东盟公馆,4室 2厅 2卫,24198 元/m²,140.5平方米,2014年,南北,高层(共23层),精装修,有,22.81039,108.404442
招商雍景湾,5室 2厅 3卫,14720 元/m²,176.6平方米,2015年,南北,低层(共37层),毛坯,有,22.788783,108.358534
绿海云天,3室 2厅 2卫,17307 元/m²,121.3平方米,2012年,南,中层(共15层),豪华装修,有,22.805969,108.399576
昌泰东盟园,2室 2厅 1卫,17909 元/m²,75.4平方米,2012年,南,中层(共29层),毛坯,有,22.813497,108.405315
保利领秀前城,3室 2厅 2卫,12921 元/m²,89平方米,2018年,东南,低层(共33层),精装修,有,22.800504,108.429898
莱茵湖畔,4室 2厅 2卫,12437 元/m²,127平方米,2015年,南,低层(共30层),精装修,有,22.815013,108.422336
东方明珠花园,3室 2厅 1卫,12048 元/m²,166平方米,2005年,东南,中层(共16层),精装修,有,22.817111,108.37053
东盟中央城(B区),2室 2厅 1卫,21831 元/m²,71平方米,2013年,南,低层(共28层),精装修,有,22.80998,108.405201
中房翡翠湾,2室 2厅 1卫,19023 元/m²,84.1平方米,2015年,南,中层(共12层),毛坯,有,22.804597,108.404567
绿海云天,3室 2厅 1卫,17396 元/m²,89.1平方米,2010年,南,低层(共15层),精装修,有,22.805969,108.399576
维也纳森林,3室 2厅 2卫,18025 元/m²,113.7平方米,2010年,南,中层(共25层),精装修,有,22.8288,108.397556
香格里拉花园(一期),3室 2厅 2卫,14103 元/m²,117平方米,2008年,南,中层(共20层),精装修,有,22.82996,108.387356
汇春名庭(北区),5室 2厅 3卫,10159 元/m²,251平方米,2002年,南北,中层(共7层),精装修,无,22.81561,108.374065
金领公馆,2室 2厅 1卫,20621 元/m²,92.1平方米,2010年,南北,高层(共30层),精装修,有,22.824008,108.38268
凤岭春天,3室 2厅 2卫,12970 元/m²,86.4平方米,2009年,东南,低层(共33层),精装修,有,22.822093,108.42611
荣和千千树,3室 2厅 2卫,14431 元/m²,79.7平方米,2016年,东南,低层(共32层),精装修,有,22.838343,108.402488
秀山花园,3室 2厅 2卫,9858 元/m²,97.4平方米,2003年,南,中层(共26层),简单装修,有,22.799885,108.373165
联发君澜(商住楼),1室 1厅 1卫,9423 元/m²,52平方米,2016年,南北,低层(共30层),毛坯,有,22.849232,108.389066
山水方园,5室 2厅 5卫,18772 元/m²,213.1平方米,2009年,南,高层(共11层),精装修,有,22.808653,108.394114
